"Timestamp","What rank (number between 1 and 100) did you receive after placement matches? "
"2016/06/29 2:31:48 PM EST","42"
"2016/06/29 2:32:00 PM EST","50"
"2016/06/29 2:32:14 PM EST","54"
"2016/06/29 2:32:26 PM EST","58"
"2016/06/29 2:32:39 PM EST","60"
"2016/06/29 2:32:52 PM EST","53"
"2016/06/29 2:33:20 PM EST","66"
"2016/06/29 2:33:29 PM EST","70"
"2016/06/29 2:33:30 PM EST","45"
"2016/06/29 2:33:43 PM EST","48"
"2016/06/29 2:33:55 PM EST","52"
"2016/06/29 2:34:03 PM EST","54"
"2016/06/29 2:34:24 PM EST","53"
"2016/06/29 2:34:26 PM EST","50"
"2016/06/29 2:34:28 PM EST","57"
"2016/06/29 2:34:39 PM EST","58"
"2016/06/29 2:34:50 PM EST","56"
"2016/06/29 2:35:23 PM EST","44"
"2016/06/29 2:35:28 PM EST","62"
"2016/06/29 2:35:28 PM EST","99"
"2016/06/29 2:35:52 PM EST","50"
"2016/06/29 2:36:02 PM EST","47"
"2016/06/29 2:36:02 PM EST","53"
"2016/06/29 2:36:15 PM EST","40"
"2016/06/29 2:36:17 PM EST","50"
"2016/06/29 2:36:21 PM EST","50"
"2016/06/29 2:36:32 PM EST","53"
"2016/06/29 2:36:32 PM EST","50"
"2016/06/29 2:36:35 PM EST","38"
"2016/06/29 2:36:50 PM EST","61"
"2016/06/29 2:37:00 PM EST","53"
"2016/06/29 2:37:06 PM EST","62"
"2016/06/29 2:37:38 PM EST","51"
"2016/06/29 2:37:45 PM EST","43"
"2016/06/29 2:38:02 PM EST","59"
"2016/06/29 2:38:04 PM EST","57"
"2016/06/29 2:38:11 PM EST","47"
"2016/06/29 2:38:12 PM EST","78"
"2016/06/29 2:38:26 PM EST","54"
"2016/06/29 2:38:27 PM EST","46"
"2016/06/29 2:38:58 PM EST","54"
"2016/06/29 2:39:16 PM EST","43"
"2016/06/29 2:39:21 PM EST","59"
"2016/06/29 2:39:35 PM EST","52"
"2016/06/29 2:40:16 PM EST","48"
"2016/06/29 2:40:21 PM EST","50"
"2016/06/29 2:40:26 PM EST","52"
"2016/06/29 2:40:29 PM EST","46"
"2016/06/29 2:40:31 PM EST","49"
"2016/06/29 2:41:03 PM EST","51"
"2016/06/29 2:41:28 PM EST","52"
"2016/06/29 2:41:29 PM EST","54"
"2016/06/29 2:41:33 PM EST","46"
"2016/06/29 2:41:47 PM EST","46"
"2016/06/29 2:41:50 PM EST","55"
"2016/06/29 2:42:03 PM EST","47"
"2016/06/29 2:42:12 PM EST","58"
"2016/06/29 2:42:21 PM EST","47"
"2016/06/29 2:42:24 PM EST","45"
"2016/06/29 2:42:32 PM EST","47"
"2016/06/29 2:42:33 PM EST","47"
"2016/06/29 2:42:35 PM EST","39"
"2016/06/29 2:42:41 PM EST","44"
"2016/06/29 2:42:45 PM EST","63"
"2016/06/29 2:42:45 PM EST","56"
"2016/06/29 2:42:47 PM EST","57"
"2016/06/29 2:42:48 PM EST","50"
"2016/06/29 2:42:57 PM EST","21"
"2016/06/29 2:43:10 PM EST","49"
"2016/06/29 2:43:21 PM EST","50"
"2016/06/29 2:43:21 PM EST","58"
"2016/06/29 2:43:33 PM EST","51"
"2016/06/29 2:43:38 PM EST","51"
"2016/06/29 2:43:38 PM EST","61"
"2016/06/29 2:43:40 PM EST","53"
"2016/06/29 2:43:58 PM EST","12"
"2016/06/29 2:43:59 PM EST","45"
"2016/06/29 2:44:04 PM EST","54"
"2016/06/29 2:44:04 PM EST","56"
"2016/06/29 2:44:11 PM EST","40"
"2016/06/29 2:44:33 PM EST","51"
"2016/06/29 2:44:41 PM EST","51"
"2016/06/29 2:45:02 PM EST","52"
"2016/06/29 2:45:03 PM EST","54"
"2016/06/29 2:45:12 PM EST","77"
"2016/06/29 2:45:15 PM EST","41"
"2016/06/29 2:45:43 PM EST","59"
"2016/06/29 2:45:44 PM EST","47"
"2016/06/29 2:45:45 PM EST","58"
"2016/06/29 2:46:03 PM EST","65"
"2016/06/29 2:46:32 PM EST","48"
"2016/06/29 2:46:51 PM EST","76"
"2016/06/29 2:46:51 PM EST","51"
"2016/06/29 2:46:57 PM EST","76"
"2016/06/29 2:47:04 PM EST","47"
"2016/06/29 2:47:06 PM EST","53"
"2016/06/29 2:47:08 PM EST","50"
"2016/06/29 2:47:19 PM EST","52"
"2016/06/29 2:47:23 PM EST","47"
"2016/06/29 2:47:44 PM EST","50"
"2016/06/29 2:47:52 PM EST","55"
"2016/06/29 2:48:03 PM EST","63"
"2016/06/29 2:48:08 PM EST","43"
"2016/06/29 2:48:24 PM EST","49"
"2016/06/29 2:48:35 PM EST","45"
"2016/06/29 2:48:57 PM EST","48"
"2016/06/29 2:49:08 PM EST","59"
"2016/06/29 2:49:08 PM EST","50"
"2016/06/29 2:49:25 PM EST","52"
"2016/06/29 2:49:34 PM EST","57"
"2016/06/29 2:49:37 PM EST","60"
"2016/06/29 2:49:41 PM EST","54"
"2016/06/29 2:49:52 PM EST","52"
"2016/06/29 2:49:55 PM EST","59"
"2016/06/29 2:50:01 PM EST","1"
"2016/06/29 2:50:03 PM EST","51"
"2016/06/29 2:50:05 PM EST","47"
"2016/06/29 2:50:12 PM EST","Running"
"2016/06/29 2:50:15 PM EST","51"
"2016/06/29 2:50:52 PM EST","57"
"2016/06/29 2:51:10 PM EST","51"
"2016/06/29 2:51:11 PM EST","49"
"2016/06/29 2:51:13 PM EST","44"
"2016/06/29 2:51:17 PM EST","34"
"2016/06/29 2:52:26 PM EST","62"
"2016/06/29 2:53:14 PM EST","63"
"2016/06/29 2:53:15 PM EST","43"
"2016/06/29 2:53:35 PM EST","50"
"2016/06/29 2:54:00 PM EST","41"
"2016/06/29 2:54:12 PM EST","51"
"2016/06/29 2:54:17 PM EST","50"
"2016/06/29 2:54:38 PM EST","37"
"2016/06/29 2:55:06 PM EST","53"
"2016/06/29 2:55:15 PM EST","48"
"2016/06/29 2:55:18 PM EST","48"
"2016/06/29 2:55:19 PM EST","56"
"2016/06/29 2:55:31 PM EST","49"
"2016/06/29 2:55:36 PM EST","36"
"2016/06/29 2:56:09 PM EST","11"
"2016/06/29 2:56:10 PM EST","51"
"2016/06/29 2:56:13 PM EST","61"
"2016/06/29 2:56:24 PM EST","45"
"2016/06/29 2:56:34 PM EST","46"
"2016/06/29 2:56:35 PM EST","47"
"2016/06/29 2:57:13 PM EST","56"
"2016/06/29 2:57:36 PM EST","47"
"2016/06/29 2:58:01 PM EST","58"
"2016/06/29 2:58:08 PM EST","58"
"2016/06/29 2:58:16 PM EST","0"
"2016/06/29 2:58:49 PM EST","63"
"2016/06/29 2:58:56 PM EST","60"
"2016/06/29 2:58:57 PM EST","56"
"2016/06/29 2:59:30 PM EST","64"
"2016/06/29 2:59:35 PM EST","62"
"2016/06/29 2:59:41 PM EST","39"
"2016/06/29 2:59:44 PM EST","54"
"2016/06/29 3:00:09 PM EST","50"
"2016/06/29 3:00:20 PM EST","45"
"2016/06/29 3:00:29 PM EST","53"
"2016/06/29 3:00:55 PM EST","51"
"2016/06/29 3:01:02 PM EST","40"
"2016/06/29 3:01:03 PM EST","44"
"2016/06/29 3:01:08 PM EST","50"
"2016/06/29 3:01:27 PM EST","50"
"2016/06/29 3:01:35 PM EST","59"
"2016/06/29 3:01:40 PM EST","48"
"2016/06/29 3:02:17 PM EST","51"
"2016/06/29 3:02:22 PM EST","65"
"2016/06/29 3:02:31 PM EST","50"
"2016/06/29 3:02:40 PM EST","47"
"2016/06/29 3:03:07 PM EST","48"
"2016/06/29 3:03:14 PM EST","55"
"2016/06/29 3:03:15 PM EST","49"
"2016/06/29 3:03:59 PM EST","46"
"2016/06/29 3:04:10 PM EST","54"
"2016/06/29 3:04:20 PM EST","48"
"2016/06/29 3:04:29 PM EST","52"
"2016/06/29 3:04:30 PM EST","52"
"2016/06/29 3:04:43 PM EST","53"
"2016/06/29 3:04:45 PM EST","50"
"2016/06/29 3:04:47 PM EST","59"
"2016/06/29 3:04:58 PM EST","51"
"2016/06/29 3:04:59 PM EST","41"
"2016/06/29 3:05:03 PM EST","47"
"2016/06/29 3:05:04 PM EST","47"
"2016/06/29 3:05:07 PM EST","49"
"2016/06/29 3:05:10 PM EST","44"
"2016/06/29 3:05:13 PM EST","47"
"2016/06/29 3:05:21 PM EST","47"
"2016/06/29 3:05:27 PM EST","48"
"2016/06/29 3:05:29 PM EST","60"
"2016/06/29 3:05:31 PM EST","50"
"2016/06/29 3:05:34 PM EST","suxk my dik fagit"
"2016/06/29 3:05:35 PM EST","55"
"2016/06/29 3:05:43 PM EST","42"
"2016/06/29 3:05:50 PM EST","44"
"2016/06/29 3:05:58 PM EST","42"
"2016/06/29 3:06:01 PM EST","gonna lose all game on purpose"
"2016/06/29 3:06:28 PM EST","51"
"2016/06/29 3:06:42 PM EST","62"
"2016/06/29 3:07:22 PM EST","53"
"2016/06/29 3:07:22 PM EST","42"
"2016/06/29 3:07:30 PM EST","50"
"2016/06/29 3:07:32 PM EST","59"
"2016/06/29 3:07:38 PM EST","45"
"2016/06/29 3:07:44 PM EST","59"
"2016/06/29 3:08:57 PM EST","59"
"2016/06/29 3:09:10 PM EST","56"
"2016/06/29 3:09:21 PM EST","45"
"2016/06/29 3:09:25 PM EST","50"
"2016/06/29 3:09:30 PM EST","47"
"2016/06/29 3:09:50 PM EST","50"
"2016/06/29 3:10:08 PM EST","56"
"2016/06/29 3:10:33 PM EST","44"
"2016/06/29 3:10:33 PM EST","54"
"2016/06/29 3:10:37 PM EST","53"
"2016/06/29 3:10:52 PM EST","70"
"2016/06/29 3:11:00 PM EST","47"
"2016/06/29 3:11:11 PM EST","68"
"2016/06/29 3:11:26 PM EST","52"
"2016/06/29 3:11:37 PM EST","51"
"2016/06/29 3:11:43 PM EST","52"
"2016/06/29 3:12:00 PM EST","67"
"2016/06/29 3:12:20 PM EST","57"
"2016/06/29 3:12:28 PM EST","52"
"2016/06/29 3:12:31 PM EST","47"
"2016/06/29 3:12:35 PM EST","59"
"2016/06/29 3:12:39 PM EST","63"
"2016/06/29 3:12:47 PM EST","51"
"2016/06/29 3:12:53 PM EST","46"
"2016/06/29 3:12:53 PM EST","44"
"2016/06/29 3:13:04 PM EST","57"
"2016/06/29 3:13:09 PM EST","57"
"2016/06/29 3:13:35 PM EST","53"
"2016/06/29 3:13:50 PM EST","53"
"2016/06/29 3:13:51 PM EST","56"
"2016/06/29 3:14:10 PM EST","58"
"2016/06/29 3:14:28 PM EST","50"
"2016/06/29 3:14:39 PM EST","58"
"2016/06/29 3:14:44 PM EST","48"
"2016/06/29 3:14:46 PM EST","44"
"2016/06/29 3:14:47 PM EST","99"
"2016/06/29 3:14:48 PM EST","51"
"2016/06/29 3:14:51 PM EST","43"
"2016/06/29 3:14:58 PM EST","46"
"2016/06/29 3:15:44 PM EST","56"
"2016/06/29 3:16:08 PM EST","52"
"2016/06/29 3:16:11 PM EST","60"
"2016/06/29 3:16:20 PM EST","50"
"2016/06/29 3:16:21 PM EST","53"
"2016/06/29 3:16:22 PM EST","53"
"2016/06/29 3:16:24 PM EST","44"
"2016/06/29 3:16:26 PM EST","50"
"2016/06/29 3:16:33 PM EST","51"
"2016/06/29 3:16:39 PM EST","49"
"2016/06/29 3:16:52 PM EST","57"
"2016/06/29 3:17:09 PM EST","59"
"2016/06/29 3:17:11 PM EST","46"
"2016/06/29 3:17:13 PM EST","51"
"2016/06/29 3:17:22 PM EST","99"
"2016/06/29 3:17:22 PM EST","55"
"2016/06/29 3:17:29 PM EST","51"
"2016/06/29 3:17:48 PM EST","51"
"2016/06/29 3:17:50 PM EST","45"
"2016/06/29 3:17:52 PM EST","71"
"2016/06/29 3:17:58 PM EST","59"
"2016/06/29 3:18:07 PM EST","61"
"2016/06/29 3:18:21 PM EST","77"
"2016/06/29 3:18:21 PM EST","47"
"2016/06/29 3:18:31 PM EST","58"
"2016/06/29 3:18:44 PM EST","54"
"2016/06/29 3:18:45 PM EST","48"
"2016/06/29 3:18:46 PM EST","54"
"2016/06/29 3:18:57 PM EST","43"
"2016/06/29 3:18:59 PM EST","55"
"2016/06/29 3:19:06 PM EST","55"
"2016/06/29 3:19:13 PM EST","55"
"2016/06/29 3:19:13 PM EST","45"
"2016/06/29 3:19:17 PM EST","4"
"2016/06/29 3:19:18 PM EST","55"
"2016/06/29 3:19:21 PM EST","46"
"2016/06/29 3:19:26 PM EST","38"
"2016/06/29 3:19:36 PM EST","56"
"2016/06/29 3:20:18 PM EST","49"
"2016/06/29 3:20:23 PM EST","60"
"2016/06/29 3:20:33 PM EST","55"
"2016/06/29 3:20:39 PM EST","53"
"2016/06/29 3:20:44 PM EST","47"
"2016/06/29 3:21:09 PM EST","47"
"2016/06/29 3:21:15 PM EST","60"
"2016/06/29 3:21:31 PM EST","54"
"2016/06/29 3:21:33 PM EST","55"
"2016/06/29 3:21:38 PM EST","50"
"2016/06/29 3:21:42 PM EST","48"
"2016/06/29 3:21:59 PM EST","63"
"2016/06/29 3:22:04 PM EST","54"
"2016/06/29 3:22:04 PM EST","44"
"2016/06/29 3:22:07 PM EST","54"
"2016/06/29 3:22:12 PM EST","50"
"2016/06/29 3:22:13 PM EST","51"
"2016/06/29 3:22:36 PM EST","4565674"
"2016/06/29 3:22:44 PM EST","58"
"2016/06/29 3:23:10 PM EST","48"
"2016/06/29 3:23:28 PM EST","50"
"2016/06/29 3:23:30 PM EST","57"
"2016/06/29 3:23:49 PM EST","61"
"2016/06/29 3:23:59 PM EST","59"
"2016/06/29 3:24:00 PM EST","47"
"2016/06/29 3:24:04 PM EST","57"
"2016/06/29 3:24:04 PM EST","60"
"2016/06/29 3:24:14 PM EST","51"
"2016/06/29 3:24:15 PM EST","57"
"2016/06/29 3:24:36 PM EST","49"
"2016/06/29 3:24:49 PM EST","48"
"2016/06/29 3:24:57 PM EST","51"
"2016/06/29 3:25:17 PM EST","40"
"2016/06/29 3:25:21 PM EST","54"
"2016/06/29 3:25:21 PM EST","65"
"2016/06/29 3:25:23 PM EST","52"
"2016/06/29 3:25:39 PM EST","50"
"2016/06/29 3:25:53 PM EST","69"
"2016/06/29 3:26:00 PM EST","55"
"2016/06/29 3:26:05 PM EST","44"
"2016/06/29 3:26:29 PM EST","60"
"2016/06/29 3:26:29 PM EST","58"
"2016/06/29 3:26:39 PM EST","51"
"2016/06/29 3:26:46 PM EST","58"
"2016/06/29 3:26:48 PM EST","49"
"2016/06/29 3:26:55 PM EST","47"
"2016/06/29 3:27:00 PM EST","55"
"2016/06/29 3:27:04 PM EST","54"
"2016/06/29 3:27:14 PM EST","62"
"2016/06/29 3:27:15 PM EST","53"
"2016/06/29 3:27:23 PM EST","48"
"2016/06/29 3:27:27 PM EST","47"
"2016/06/29 3:27:43 PM EST","59"
"2016/06/29 3:27:44 PM EST","52"
"2016/06/29 3:28:16 PM EST","53"
"2016/06/29 3:28:17 PM EST","42"
"2016/06/29 3:28:19 PM EST","54"
"2016/06/29 3:28:24 PM EST","64"
"2016/06/29 3:28:24 PM EST","61"
"2016/06/29 3:28:24 PM EST","53"
"2016/06/29 3:28:27 PM EST","55"
"2016/06/29 3:28:33 PM EST","52"
"2016/06/29 3:28:41 PM EST","40"
"2016/06/29 3:28:47 PM EST","46"
"2016/06/29 3:28:53 PM EST","54"
"2016/06/29 3:29:00 PM EST","47"
"2016/06/29 3:29:02 PM EST","54"
"2016/06/29 3:29:13 PM EST","55"
"2016/06/29 3:29:38 PM EST","50"
"2016/06/29 3:29:41 PM EST","61"
"2016/06/29 3:30:21 PM EST","53"
"2016/06/29 3:30:51 PM EST","52"
"2016/06/29 3:31:00 PM EST","55"
"2016/06/29 3:31:04 PM EST","50"
"2016/06/29 3:31:12 PM EST","55"
"2016/06/29 3:31:23 PM EST","55"
"2016/06/29 3:31:40 PM EST","65"
"2016/06/29 3:31:48 PM EST","55"
"2016/06/29 3:31:54 PM EST","69"
"2016/06/29 3:31:55 PM EST","50"
"2016/06/29 3:32:02 PM EST","49"
"2016/06/29 3:32:15 PM EST","42"
"2016/06/29 3:32:16 PM EST","55"
"2016/06/29 3:32:26 PM EST","47"
"2016/06/29 3:32:38 PM EST","43"
"2016/06/29 3:32:42 PM EST","57"
"2016/06/29 3:32:49 PM EST","40"
"2016/06/29 3:32:51 PM EST","62"
"2016/06/29 3:32:58 PM EST","56"
"2016/06/29 3:33:09 PM EST","48"
"2016/06/29 3:33:29 PM EST","53"
"2016/06/29 3:33:33 PM EST","51"
"2016/06/29 3:33:48 PM EST","50"
"2016/06/29 3:33:51 PM EST","2"
"2016/06/29 3:33:55 PM EST","51"
"2016/06/29 3:33:59 PM EST","53"
"2016/06/29 3:34:03 PM EST","55"
"2016/06/29 3:34:03 PM EST","56"
"2016/06/29 3:34:04 PM EST","57"
"2016/06/29 3:34:12 PM EST","45"
"2016/06/29 3:34:16 PM EST","48"
"2016/06/29 3:34:27 PM EST","45"
"2016/06/29 3:34:32 PM EST","58"
"2016/06/29 3:34:35 PM EST","52"
"2016/06/29 3:34:42 PM EST","50"
"2016/06/29 3:34:58 PM EST","44"
"2016/06/29 3:35:15 PM EST","joijoi"
"2016/06/29 3:35:25 PM EST","56"
"2016/06/29 3:35:37 PM EST","100"
"2016/06/29 3:35:44 PM EST","71"
"2016/06/29 3:36:18 PM EST","50"
"2016/06/29 3:36:24 PM EST","35"
"2016/06/29 3:36:31 PM EST","45"
"2016/06/29 3:36:37 PM EST","42"
"2016/06/29 3:36:37 PM EST","50"
"2016/06/29 3:36:40 PM EST","37"
"2016/06/29 3:36:42 PM EST","43"
"2016/06/29 3:36:46 PM EST","46"
"2016/06/29 3:36:52 PM EST","54"
"2016/06/29 3:37:31 PM EST","58"
"2016/06/29 3:37:50 PM EST","45"
"2016/06/29 3:38:18 PM EST","61"
"2016/06/29 3:38:29 PM EST","47"
"2016/06/29 3:38:39 PM EST","45"
"2016/06/29 3:38:43 PM EST","51"
"2016/06/29 3:38:55 PM EST","51"
"2016/06/29 3:39:20 PM EST","52"
"2016/06/29 3:39:27 PM EST","46"
"2016/06/29 3:39:48 PM EST","57"
"2016/06/29 3:39:53 PM EST","59"
"2016/06/29 3:39:59 PM EST","50"
"2016/06/29 3:40:01 PM EST","51"
"2016/06/29 3:40:03 PM EST","57"
"2016/06/29 3:40:05 PM EST","59"
"2016/06/29 3:40:06 PM EST","53"
"2016/06/29 3:40:27 PM EST","42"
"2016/06/29 3:40:28 PM EST","60"
"2016/06/29 3:40:29 PM EST","2"
"2016/06/29 3:40:51 PM EST","43"
"2016/06/29 3:41:09 PM EST","54"
"2016/06/29 3:41:13 PM EST","49"
"2016/06/29 3:41:43 PM EST","59"
"2016/06/29 3:41:48 PM EST","54"
"2016/06/29 3:41:58 PM EST","44"
"2016/06/29 3:42:06 PM EST","56"
"2016/06/29 3:42:35 PM EST","57"
"2016/06/29 3:42:36 PM EST","53"
"2016/06/29 3:42:37 PM EST","56"
"2016/06/29 3:42:38 PM EST","46"
"2016/06/29 3:42:42 PM EST","44"
"2016/06/29 3:42:49 PM EST","12"
"2016/06/29 3:42:55 PM EST","99"
"2016/06/29 3:42:56 PM EST","49"
"2016/06/29 3:43:00 PM EST","36"
"2016/06/29 3:43:25 PM EST","49"
"2016/06/29 3:43:32 PM EST","44"
"2016/06/29 3:43:35 PM EST","50"
"2016/06/29 3:43:52 PM EST","51"
"2016/06/29 3:44:05 PM EST","49"
"2016/06/29 3:44:43 PM EST","10"
"2016/06/29 3:44:44 PM EST","56"
"2016/06/29 3:45:01 PM EST","56"
"2016/06/29 3:45:02 PM EST","41"
"2016/06/29 3:45:09 PM EST","55"
"2016/06/29 3:45:13 PM EST","49"
"2016/06/29 3:45:14 PM EST","48"
"2016/06/29 3:45:26 PM EST","51"
"2016/06/29 3:45:42 PM EST","42"
"2016/06/29 3:45:49 PM EST","62"
"2016/06/29 3:45:52 PM EST","49"
"2016/06/29 3:46:29 PM EST","47"
"2016/06/29 3:46:38 PM EST","55"
"2016/06/29 3:46:44 PM EST","60"
"2016/06/29 3:46:47 PM EST","54"
"2016/06/29 3:47:02 PM EST","43"
"2016/06/29 3:47:12 PM EST","54"
"2016/06/29 3:47:22 PM EST","50"
"2016/06/29 3:47:23 PM EST","46"
"2016/06/29 3:47:36 PM EST","63"
"2016/06/29 3:47:39 PM EST","50"
"2016/06/29 3:47:57 PM EST","50"
"2016/06/29 3:48:02 PM EST","46"
"2016/06/29 3:48:37 PM EST","61"
"2016/06/29 3:49:16 PM EST","8-2"
"2016/06/29 3:49:27 PM EST","40"
"2016/06/29 3:49:32 PM EST","49"
"2016/06/29 3:49:49 PM EST","28"
"2016/06/29 3:49:56 PM EST","51"
"2016/06/29 3:50:15 PM EST","53"
"2016/06/29 3:50:24 PM EST","42"
"2016/06/29 3:50:37 PM EST","57"
"2016/06/29 3:50:43 PM EST","51"
"2016/06/29 3:50:50 PM EST","48"
"2016/06/29 3:50:56 PM EST","57"
"2016/06/29 3:51:27 PM EST","57"
"2016/06/29 3:51:30 PM EST","51"
"2016/06/29 3:51:59 PM EST","53"
"2016/06/29 3:52:02 PM EST","65"
"2016/06/29 3:52:06 PM EST","48"
"2016/06/29 3:52:06 PM EST","56"
"2016/06/29 3:52:12 PM EST","58"
"2016/06/29 3:52:15 PM EST","46"
"2016/06/29 3:52:25 PM EST","53"
"2016/06/29 3:52:25 PM EST","49"
"2016/06/29 3:52:27 PM EST","51"
"2016/06/29 3:52:34 PM EST","111111"
"2016/06/29 3:52:34 PM EST","58"
"2016/06/29 3:52:47 PM EST","50"
"2016/06/29 3:53:18 PM EST","45"
"2016/06/29 3:53:21 PM EST","52"
"2016/06/29 3:53:24 PM EST","60"
"2016/06/29 3:53:32 PM EST","65"
"2016/06/29 3:54:05 PM EST","48"
"2016/06/29 3:54:24 PM EST","45"
"2016/06/29 3:54:31 PM EST","51"
"2016/06/29 3:54:32 PM EST","54"
"2016/06/29 3:54:33 PM EST","66"
"2016/06/29 3:55:08 PM EST","51"
"2016/06/29 3:55:28 PM EST","55"
"2016/06/29 3:55:39 PM EST","55"
"2016/06/29 3:56:07 PM EST","55"
"2016/06/29 3:56:15 PM EST","51"
"2016/06/29 3:56:24 PM EST","56"
"2016/06/29 3:56:28 PM EST","52"
"2016/06/29 3:56:29 PM EST","47"
"2016/06/29 3:56:46 PM EST","61"
"2016/06/29 3:56:52 PM EST","54"
"2016/06/29 3:56:53 PM EST","50"
"2016/06/29 3:57:13 PM EST","59"
"2016/06/29 3:57:19 PM EST","53"
"2016/06/29 3:57:37 PM EST","54"
"2016/06/29 3:57:38 PM EST","52"
"2016/06/29 3:57:45 PM EST","53"
"2016/06/29 3:57:56 PM EST","48"
"2016/06/29 3:58:00 PM EST","56"
"2016/06/29 3:58:02 PM EST","5"
"2016/06/29 3:58:30 PM EST","72"
"2016/06/29 3:58:33 PM EST","1"
"2016/06/29 3:58:37 PM EST","1"
"2016/06/29 3:58:41 PM EST","1"
"2016/06/29 3:58:46 PM EST","1"
"2016/06/29 3:58:49 PM EST","1"
"2016/06/29 3:58:52 PM EST","1"
"2016/06/29 3:58:56 PM EST","51"
"2016/06/29 3:58:56 PM EST","1"
"2016/06/29 3:58:59 PM EST","1"
"2016/06/29 3:59:03 PM EST","1"
"2016/06/29 3:59:09 PM EST","50"
"2016/06/29 3:59:22 PM EST","46"
"2016/06/29 3:59:25 PM EST","57"
"2016/06/29 3:59:29 PM EST","49"
"2016/06/29 3:59:29 PM EST","57"
"2016/06/29 3:59:42 PM EST","54"
"2016/06/29 3:59:43 PM EST","60"
"2016/06/29 3:59:44 PM EST","58"
"2016/06/29 3:59:56 PM EST","55"
"2016/06/29 4:00:11 PM EST","53"
"2016/06/29 4:00:33 PM EST","53"
"2016/06/29 4:01:17 PM EST","53"
"2016/06/29 4:01:36 PM EST","48"
"2016/06/29 4:01:39 PM EST","55"
"2016/06/29 4:01:46 PM EST","54"
"2016/06/29 4:01:54 PM EST","60"
"2016/06/29 4:02:34 PM EST","50"
"2016/06/29 4:02:37 PM EST","55"
"2016/06/29 4:03:01 PM EST","47"
"2016/06/29 4:03:05 PM EST","55"
"2016/06/29 4:03:07 PM EST","72"
"2016/06/29 4:03:19 PM EST","54"
"2016/06/29 4:04:02 PM EST","53"
"2016/06/29 4:04:18 PM EST","46"
"2016/06/29 4:04:29 PM EST","57"
"2016/06/29 4:04:36 PM EST","49"
"2016/06/29 4:04:37 PM EST","53"
"2016/06/29 4:05:06 PM EST","48"
"2016/06/29 4:05:14 PM EST","47"
"2016/06/29 4:05:15 PM EST","58"
"2016/06/29 4:05:48 PM EST","51"
"2016/06/29 4:06:00 PM EST","48"
"2016/06/29 4:06:12 PM EST","52"
"2016/06/29 4:06:19 PM EST","50"
"2016/06/29 4:06:21 PM EST","44"
"2016/06/29 4:06:37 PM EST","39"
"2016/06/29 4:06:39 PM EST","58"
"2016/06/29 4:06:45 PM EST","47"
"2016/06/29 4:07:12 PM EST","72"
"2016/06/29 4:07:25 PM EST","48"
"2016/06/29 4:07:42 PM EST","60"
"2016/06/29 4:07:55 PM EST","49"
"2016/06/29 4:07:58 PM EST","55"
"2016/06/29 4:08:10 PM EST","54"
"2016/06/29 4:08:12 PM EST","51"
"2016/06/29 4:08:18 PM EST","51"
"2016/06/29 4:08:31 PM EST","38"
"2016/06/29 4:08:34 PM EST","54"
"2016/06/29 4:08:44 PM EST","54"
"2016/06/29 4:08:48 PM EST","50"
"2016/06/29 4:08:50 PM EST","54"
"2016/06/29 4:08:55 PM EST","53"
"2016/06/29 4:09:14 PM EST","62"
"2016/06/29 4:09:20 PM EST","45"
"2016/06/29 4:09:27 PM EST","58"
"2016/06/29 4:09:49 PM EST","60"
"2016/06/29 4:10:15 PM EST","51"
"2016/06/29 4:10:19 PM EST","58"
"2016/06/29 4:10:20 PM EST","61"
"2016/06/29 4:10:56 PM EST","42"
"2016/06/29 4:11:05 PM EST","52"
"2016/06/29 4:11:10 PM EST","55"
"2016/06/29 4:11:18 PM EST","56"
"2016/06/29 4:11:23 PM EST","52"
"2016/06/29 4:11:44 PM EST","52"
"2016/06/29 4:11:48 PM EST","47"
"2016/06/29 4:11:49 PM EST","51"
"2016/06/29 4:12:08 PM EST","53"
"2016/06/29 4:12:11 PM EST","54"
"2016/06/29 4:12:13 PM EST","52"
"2016/06/29 4:12:45 PM EST","49"
"2016/06/29 4:12:50 PM EST","47"
"2016/06/29 4:13:09 PM EST","48"
"2016/06/29 4:13:26 PM EST","49"
"2016/06/29 4:13:26 PM EST","55"
"2016/06/29 4:13:27 PM EST","55"
"2016/06/29 4:14:23 PM EST","55"
"2016/06/29 4:14:42 PM EST","56"
"2016/06/29 4:15:21 PM EST","61"
"2016/06/29 4:15:51 PM EST","56"
"2016/06/29 4:16:07 PM EST","11"
"2016/06/29 4:16:14 PM EST","12"
"2016/06/29 4:16:16 PM EST","40"
"2016/06/29 4:16:28 PM EST","42"
"2016/06/29 4:16:32 PM EST","40"
"2016/06/29 4:16:36 PM EST","62"
"2016/06/29 4:16:36 PM EST","71"
"2016/06/29 4:16:41 PM EST","47"
"2016/06/29 4:16:42 PM EST","64"
"2016/06/29 4:16:43 PM EST","52"
"2016/06/29 4:16:47 PM EST","54"
"2016/06/29 4:16:48 PM EST","50"
"2016/06/29 4:16:48 PM EST","51"
"2016/06/29 4:16:49 PM EST","54"
"2016/06/29 4:16:52 PM EST","46"
"2016/06/29 4:17:21 PM EST","43"
"2016/06/29 4:17:23 PM EST","43"
"2016/06/29 4:17:41 PM EST","54"
"2016/06/29 4:17:43 PM EST","100"
"2016/06/29 4:17:44 PM EST","58"
"2016/06/29 4:18:13 PM EST","50"
"2016/06/29 4:18:18 PM EST","49"
"2016/06/29 4:18:22 PM EST","50"
